ID,score
6,"3,428571429"
9,"3,285714286"
3,"3,214285714"
13,"3,428571429"
8,"3,952380952"
17,"3,523809524"
16,"3,785714286"
7,"3,666666667"
5,"3,214285714"
18,"3,142857143"
20,"3,142857143"
19,"3,238095238"
21,"3,428571429"
27,"3,761904762"
15,"3,428571429"
